,number_of_likes,caption
328,42,Be right back.. Gonna go walk the red carpet with my beautiful wife @elishakelch #ACMawards50
329,27,Guy proposed to his girlfriend in our community group this morning! Congratulations!! #sgcg13 #passion2013
330,22,New board with hard case :)
331,26,Unfortunately didn't make it into winter jam last night.. But we got to park next to this awesome post office in Fort Worth.
332,77,I’m pretty sure that even if I were POTUS that finger would be G O N E if I did this to @elishakelch in real life.. 😂☝🏼
333,84,This was by far the sweetest moment for me during our ceremony! Getting to be close to my bride while praying for our marriage. It was all a blur but this moment I can remember crystal clear!
334,24,Thanks for the pictures fellas lol never leave your phone unattended at man night.. @nappie15 @alexx_holcombb
335,57,Saving lives one Halloween at a time! Love these little buds :)
336,67,Sunday nights with @christianlifeaustinya are always amazing. But when popsicles are involved.. 😎🔥👏🏼
337,6,I think that's the last time I went fishing lol
338,27,Asked my mom to make me a plate of fruit.. This is what she hands me.. Hahaha
339,21,Perfection
340,6,I win. @jessechaney @donobailey
341,25,Whirly Ball @davidbaysinger @kaylamarie0902 @dustintarwater @tybehr23
342,31,This wedding is definitely the cutest I've ever been too.. Congratulations Mr. And Mrs. Thomas Hussey!! #husseywedding
343,11,On hey @kyle_holman1
344,52,Coolin. #judahbeaukelch
345,60,My little bud will be here in just over a month. And I'm gonna be real honest.. I'm already spoiling him more than Elisha is! We are enjoying these last few weeks it being just us two :) love this sweet girl and can't wait to see her be a momma!
346,100,THIS IS THE GREATEST SHOW!!!
347,34,Practice time!! @lightofloveband
348,17,This is how you loiter. #getlikeme
349,28,The groom @thomasmatchew17 with @michaelbleecker right before the ceremony. What a wedding!
350,66,“Watch this dad!” Famous last words.. 😎😍
351,23,Chillin at #passion2013
352,4,Car wash!
353,12,My best friend @kyle_holman1 love ya dude! Have a good day!
354,104,Just a friendly reminder we are having a baby in May.. also @monikerbphoto is amazing!!
355,58,Happy One Month to my little buddy :) #youcanslowdownnow #onemonth
356,24,We tried to rescue a dog and he was in my car and wouldn't get off Elisha's lap!
357,19,Breakfast!
358,42,We may have nearly froze to death getting here but seeing the Lincoln Memorial at night was well worth the frostbite!
359,11,#mancrushmonday hate on it! @brandonsaiz lol
360,21,My dad is way cooler than your dad! Love him ha
361,13,Just a wolf.. #basspro
362,76,Thanks for going to good concerts with me beautiful! Let’s do it again sometime! 😉😏
363,48,Shoutout to my hot wife for bringing in all the likes for 2015 👍🏼#2015bestnine
364,95,Here's to number 3! Happy anniversary beautiful! The past three years have been the best years of my life! And it's only going to get better from here! Love you forever more than always :)
365,14,Happy Birthday to my beautiful grandma Sissie :) 70 years old today! And celebrating in New York City
366,19,Just a little Halloween sign I made yesterday!
367,34,Beautiful sunset yesterday right at the docks where we had Elisha's birthday dinner :) so thankful for her!
368,8,@sexy_sailor @brady1522 #america
369,16,My baby boy up on the big screen at the cowboys stadium!! @nappie15
370,52,Owning the playground since 2016 😎
371,31,"#Repost @clcaustin with @get_repost
・・・
Fall LifeGroup sign ups start TOMORROW! Head to the chapel tomorrow after any of our 3 services to browse our groups and find the perfect fit for you! We heard there will be homemade pies 🙌🏻🥧 #clcaustinlifegroups"
372,21,Headed to Passion with Chris!! Missed this man
373,63,"Happy Mother's Day to the lady that holds this family together. Everyday you sacrifice your time, heart, and emotions for the better of our little family. You work harder then anybody I know taking care of us stinky boys. Judah may not be able to say ""Happy Mothers Day"" but you know that with that infectious smile of his that he loves his momma, and we all know he's a mommas boy.. We love you forever more than always beautiful!! :) @elishakelch"
374,17,He's happy to see me! Haha
375,27,A meeting isn't a meeting without donuts and chocolate milk.
376,23,My gorgeous #WCW 😍 can't believe I'm so lucky to be dating this pretty little lady :) she's da best!
377,106,IT’S A BOY!!! Can’t wait to throw the ball around with Judah and his new little brother! Let the roughhousing begin!! 👏🏼😎💚💙
378,49,Great friends. Great tournament. Great time. Happy birthday @brandongreen08 👍🏼
379,49,"It was real windy and cold out on Lake Dillion today, but we had a blast!"
380,26,Finished my project today! With help from @arieldiane3 @nappie15 and @colekelch
381,40,Happy Halloween!! Most beautiful cave woman I've ever seen :)
382,26,Love these dudes! @joey_depiazza @_vinchenzo_ @garmet
383,41,Redoing the floor in the studio to this sweet blue ;)
384,9,A clean engine is a happy engine!
385,26,Late night Ping pong with this nut.. @jessechaney
386,30,"It has been such a blessing getting to work with @kaylamarie0902 these past 3 years! You have been such an encouragement and have pretty much been a big sister to me! Especially when I've been my dumbest.. Thank you so much Kayla and I'm looking forward to seeing how God uses you with your ""Big Girl"" job. Even though I know what you were doing here was a ""Kayla"" job and no one else can ever do it as well as you did! Love you K-Dub!"
387,29,Went fishing today.. @nappie15
388,31,YUP AMERICA
389,35,Caught this babe at 7/11 this morning before heading out on the road with @elishaminter all day!! Love this man!
390,14,How my grandpa makes sure my grandma doesn't pull in to far in the garage and hit his baby.. Lol
391,39,Great evening to sit on the patio and grill out with my beautiful bride :)
392,13,Austin Stone Community Church's new instrumental album put together specifically for studying and reflecting. I've never had an album make me think so much in my life. I'd encourage everyone to buy this for there quiet times.
393,25,Sneak peek at the new fall stage design! 😁 🍁🍂🍃
394,4,Awesome job FM Campus!
395,14,"Donald using the office phone because he thinks he's ""cool"" @donaldcadenheadlll"
396,38,So so thankful for this family and the impact they have made in our lives! Thank you for always loving on us and letting us love on your kids!!
397,22,This is what happens when you can't find a mic stand.. #improv
398,32,All the water I just went through tracking vocals for one song..
399,28,@johnnyswim never disappoints people.. I’m blown away every time!
400,51,Fresh Prince of Fox Hill. #judahbeaukelch
401,37,"Yeah, tonight was pretty rad.. Shaving cream fight with the students!"
402,27,Had a great time with our students and new 7th graders this morning!! Photo cred @davidbaysinger
403,28,Schleep time
404,19,Thanks Will
405,76,We’ve been to a lot of weddings this season.. and this was by far the sweetest and prettiest wedding yet! So honored to be a part of such a special day! Congratulation @b_waggs and @cmsuarezv you guys are amazing and we love you!! #siempresuarez
406,30,Congrats #CATS @jpershall perfect picture! Love you guys!
407,11,I spot PFG Kyle!! @kyle_holman1 hahahahahaha
408,14,It's gonna be a rough night tonight 😳😂
409,28,"Thought I'd change things up a bit.. So instead of buying a whole new board, why not paint it?"
410,51,@clcaustin had the privilege of hosting @johnbcrist on his last night of the #captivethoughts comedy tour tonight! Man I haven’t laughed that hard in a while! Loved getting to run the VIP experience as well with these two!! 😎
411,56,This boy and his ice-cream 😎 just like his dad
412,18,"""Josh Brent is done serving time for intoxication manslobber."" @elishaminter and I were just watching the news and happened to catch this 😂"
413,59,My #wcw goes out to my beautiful fiancé :) bet you would of never guessed that!!
414,26,Found this pretty penny at the mall today! Got to have some mad hangs for a while! @dunlap_chase56
415,36,I came home to the house smelling wayyyy to good after work. My lovely bride had crockpot chicken tacos simmering all day! And I must say they were dangg goood 👍
416,45,"@lizzy_chapman from our parody band ""Dark of Hate"" she supposed to be me.. Lol"
417,28,Christmas lights!!
418,12,Love these bros @jessechaney @chaserecord
419,21,Henry and Lacy photoshoot! (they are in love..) #glorious #hummer #lancer #sunset #cars #texas #clouds #getonourlevel
420,15,Oh that's cool I guess.. ✊😎
421,58,Happy birthday to my beautiful bride :) thank you for being the most gracious and loving woman I've ever met. You love me well even when I am so undeserving. Life wouldn't be the same without you stinker :) keep being awesome! Love you forever more than always beautiful!!
422,10,The little church next to ground zero that had no damage to the building or the trees or anything.. Amazing.
423,32,Whirly ball. 135 degrees on the bus right now.
424,22,This is just too perfect.. The @thomasmatchew17 and @morganhibbett did it big! #husseywedding
425,54,"Never in my life have I seen such devastation. We've all seen the news reports and watched the water rescues but being on the ground, seeing first hand the destruction and pain the people of Houston are experiencing is heartbreaking. It's been a long day of ripping out Sheetrock, insulation, cabinets and throwing away tons of furniture, clothes and belongings at three different homes. Ready for day two out here with @clcaustin"
426,9,@colekelch being Jeffery.. Hahaha
427,19,You know I'm about to marry @elishaminter when this happens.. #organic
428,17,Trying to be professional and get work done and this is what I have to put up with.. Lol @davidbaysinger
429,21,Roots tonight with this pretty lady :) @elishaminter
430,44,"50 days until I get to marry the love of my life, my best friend, and sister in Christ!
World.. Y'all ain't ready for us!! We're about to hit ya real hard!! 👊"
431,107,Accidental matchy matchy with this babe today at church! @elishakelch 📷: @caseybarnold 👶🏼 holder: @jlc_drums
432,24,Just me smoking @jessechaney at some Go-Carts.
433,12,This is how @jessechaney parties! Please note: Lil Wayne is playing in the background
434,59,A checkup at the doctor and a nice car ride wore me out today! So now.. Sleep! #judahbeaukelch
435,24,Dime. @garmet
436,21,Monday night madness for my little brother Brett's 13th birthday! Soo awesome ha
437,23,"We keepin things real here at ""White Oak"" Cabin?? With @lightofloveband"
438,74,"Valentine’s Day ❤️ Here’s to you! I may be biased but I truly believe God has blessed me with the most amazing wife on the planet. The constant care, prayers, love & grace you pour out on me is beyond anything I’ll ever deserve. Every single day I am more & more impressed by your work ethic, desire to see church growth, and how you manage a full time job & being a mother. I love you E!"
439,11,Go #CATS
440,14,Finally got it!!
441,16,The crew. In honor of @_vinchenzo_ being back in town! Love these dudes. @joey_depiazza @garmet
442,26,"First stop of the trip, Coffee! Oh the perks of having a roots barista as your best man! #Kelchpartyofweird"
443,32,Noah loves his uncle Blake.. Only because I give him chocolate..
444,17,My favorite cousin duo. @lizbaird @sam__baird
445,16,Nannys new digs.. Hawt
446,15,Thanks pastor Bruce.. I don't know what your trying to tell me by sending me this but okay lol
447,59,Got to meet @mackbrock today. This man has given the church a ton of songs that we have been singing for years and will continue to sing for many years to come! Thanks Mack
448,18,What I got @jessechaney for his 22 ;) love you boo
449,12,Peach Drop last night with @donaldcadenheadlll @arieldiane3 @kyle_holman1 and @kaylamarie0902 #newyears2013
450,21,Alright tech crew.. Who did it.. @brady1522 @jeremy_myers97 @cody_carroll_ @donaldcadenheadlll
451,15,Typical Don.. @donaldcadenheadlll
452,25,We are Christians here at this house.
453,50,Sharing a tigers blood snow cone at the zoo with this little zoo keeper!!
454,51,"Today was an incredible day celebrating our Risen Jesus. Great sermon and church family, incredible lunch, more family and to top the night off more family:) and having my beautiful bride with me the entire day was icing on the cake."
455,28,First spring break mission trip I've missed with the youth since my sophomore year in high school.. It was definitely a sad moment seeing them drive away.. I love you guys and go tell some kids about Jesus! Can't wait to hear about it all when y'all get back!
456,27,Sitting outside for 5 hours was pretty much worth it 😏
457,21,:) friends and coffee @rootcoffeehv @bmatimba @bmatimba @alexx_holcombb @jessechaney
458,23,#mcm @tyler_witten I have other pics but thought id play it safe with this one lol
459,84,"She crazy about me 😎

Thanks for making this entire weekend incredible babe! :) #youtherealmvp #blessyou"
460,32,Bowl hard y'all
461,26,Tonight Jesus was magnified through the hearts that were at @continuumministries service tonight. Special thanks to @taurenofficial for helping us lead hearts to the throne tonight. You rock man.
462,18,Doggie Car seat for Sanchez..
463,9,My little bro @_colekelch fishing yesterday!
464,12,Love my friends :) @nappie15
465,22,Love you brother! Happy 22;)
466,17,What I've been praying is right in my life. And in others as well.
467,5,"Allergies are killing me, gonna take a nap while listening to the reveille. Mmmmm good stuff"
468,14,Honey Vanilla Latte from @rootscoffeehouseHV
469,21,First service complete! Come join us at 10:30 for our last Easter service for the weekend at First Baptist Church of Corinth!
470,22,Just chillin with @alexx_holcombb
471,26,Shopping with this beautiful girl today :) @elishaminter
472,83,"""Kelch party of three!"" Sounds pretty awesome to me ;) -
-
Photocred:@lizmid93"
473,40,Playing together since forever \m/
474,20,"""He must increase , but I must decrease."" -John 3:30"
475,35,Strand Groups! Thank you Masey family for allowing us in your home!
476,59,Family fun silly face yogurt date!! Plus peep the new hat @elishakelch got me for my birthday! Thanks @allgoodthingscollective 👍🏼
477,13,Caribou Coffee with @arieldiane3 @kaylamarie0902 @kyle_holman1 and @donaldcadenheadlll #passion2013 #coffee
478,46,Happy Birthday to this awesome young woman @lizbaird. Putting these photos together just reminds me how long we have really been friends and it amazes me! You've been nothing but an incredible friend of The Lord and the perfect example of a biblical friendship and sister in Christ. You've held me accountable when nobody else would and you've slapped me in the face when I've been an idiot.. And I mean that literally! I know that friendships like these last a lifetime and I'm soo so beyond happy that you are the maid of honor in mine and @elishaminter wedding! Thank you for being a great Godly woman and always pointing me to Christ in every situation. Happy birthday friend! Looking forward to many many more!!
479,3,Hahahahahahahaha @elishaminter #bombthreat
480,23,@davidbaysinger Talking about love last night. Great stuff! Love this man!
481,45,We went to a wedding Saturday. We wore boots. And it was awesome. #texas
482,17,I love having a tech man who knows what he's doing.. Love this guy and his heart for The Lord and serving behind the scenes for us! Thanks @donaldcadenheadlll
483,29,This is happening!!
484,60,When momma is busy with a photo shoot and there is a creek nearby.. of course we have to get in!!
485,5,Freebirds with @kyle_holman1
486,14,Andrew helping me wash a table lol
487,8,Morning gidup!
488,16,My face after staring at the computer making music for an hour..
489,15,New kick drum head :)
490,9,My mom doesn't make Christmas Eve dinner just because its Christmas Eve.. She makes the food we want.. Pizza rolls and spaghetti. #christmas #the shieldcompound #picstitch
491,9,Picking pecans at the Ratley's
492,70,“They grow up so fast!” I’ve heard this said SOOO many times.. and many times I’ve just thought to myself “I know I know..” but I had no idea.. the emotional weight that statement carries is not fun. But seeing my kids grow up will never get old. So grateful for the life I have and the two little boys that constantly keep us busy! And it’s only going to get busier.. Happy Birthday Grayson Lewis! We love you so much!
493,16,Top Golf with the dudes! @_vinchenzo_ @garmet @joey_depiazza @elja19
494,42,Happy birthday to this babe! Love you @nappie15 and I'm very happy to call you my bestfriend! Love how Gods bee using you with the youth and in the band!
495,14,Stars game!
496,15,"God give me peace and strength to throw off the things this world may throw my way. Knowing that You are on Your throne even when I'm in the deepest valley and can't see You, You bring me peace and hope for things way greater then anything this world has to offer."
497,18,Hotel has a star bucks! Score!
498,12,What up Byron!! @jessechaney @clay_golden
499,18,What does a typical day for @jessechaney consist of?? Jupiter house.. Check. Petting random huge dog.. Check.
500,28,GOT EM!!! Just trying to bring some laughs!! @kaylamarie0902 @davidbaysinger
501,34,Everyone looked great at our wedding! But can we just take a minute to acknowledge how good looking my little brother Brett was.. Dang..
502,14,@kyle_holman1 Doing the lady killer.
503,6,Just doing a bit of mountain biking with nanny ha
504,15,I was in a band this this man @dmrouth and look at him now.. Conducting and what not! Love you man!
505,34,Softball practice for the first time with this beautiful little lady :)
506,38,Love this dude!
507,39,Be looking out for the footage we caught today with this baby!! @gopro #wakeboarding
508,37,Sunday morning gidup!
509,24,@nappie15 Looking hot #drumcam
510,25,Worship this morning in Arkansas at Nettleton Baptist. Had a great weekend leading with @arieldiane3 @garmet @brandonsaiz @kyle_holman1 and @nannyivester1
511,58,My wonderful fiancé took me to babes for my late birthday dinner on Saturday! She's amazing and treats me by far way too good! Also this is her having a mild freak out because something was on her foot! Lol
512,69,Congratulations @joe_arispe & @jackiefaye_arispe can’t wait to meet little Penelope!!
513,12,Nanny caught a fish!
514,33,I'm so thankful for this girl right here. She has done nothing but point my fiancé towards Christ and has been nothing but the perfect example of what a biblical friendship is too Elisha and I. Thank you for always keeping my head out of my butt and keeping my eyes on The Lord. I couldn't think of a better person to stand up next to Elisha and I when we get married. Lub u @lizbaird
515,14,"""Honor everyone, love the brotherhood. Fear God, Honor the emperor."" 1 Peter 2:17"
516,23,@nannyivester1 lost his lure to a fish earlier today.. And caught the fish and got his lure back! Hahahaha lucky dog!
517,28,Really excited to start tracking vocals for @lightofloveband here this coming week!
518,18,New custom pedalboard! Made by yours truly.. Not quite finished but very close.. #pedalboard #guitar
519,42,This really is us in Disney form.. #tangled
520,40,"Today I took this pretty lady to the Dallas Arboretum! We looked at tons of flowers, saw a wild mouse, and just enjoyed God's beautiful creation!"
521,12,My night..
522,33,Dallas Botanical Gardens from earlier today!!
523,13,Sanchez's stocking lol
524,33,So I decided to turn a little hobby of mine into a little side job.. I'm selling these handmade Texas flags and other wooden wall decor on my new etsy shop! I'll be updating the shop with more designs soon! Link to our shop is in my bio!
525,24,Bible study time last night with the young guys at camp! @ksummarsell
526,12,Playing Tiger Woods 14' with this goober. @elja19
527,19,This is how we pre game for the women's retreat! @evanrios and nanny..
528,21,Thanks Spud Webb! #4days #becomingthekelchs
529,91,God bless America 🇺🇸
530,95,"Happy Birthday to the best wife, mother and friend! Thank you for making our lives the best they can be! I hope today is full of joy, laughter and good food! Here’s to to @elishakelch Happy Birthday 😘🎉🎈🎁🎂"
531,10,Driving to A&M praying for this weeks set for tomorrow.
532,17,Not the same Sissie... He's more like a fox
533,73,We just got back from the quickest vacation of our lives! 28 hours in Vegas but we loved every second of it!:) fun getting to spend some time with @caseybarnold @reidwjohnson and @jacidj before Continuum kicks off for the fall semester!
534,24,Thanks Derek Jeter! #2days #becomingthekelchs
535,32,Here is the semi-finished product! Still need some color!
536,18,Community group!! #stripedgreen #passion2013
537,20,Got to take @elishaminter to the state fair for her first time! And she got to pet a giraffe! :)
538,12,Times Square.. #missthis
539,23,B mine @elishaminter thanks Liz for the hlp
540,26,WWF or OCTOBALL? You decide!! #Lockedin2014
541,54,Life is tough for a baby. But I'm coolin👍🏼 #judahbeaukelch
542,3,Sooo glad this came in today.. Needed a new toy! #bluetoothpageturner #ipad #nerd
543,24,Beautiful Colorado.
544,19,This is how @brady1522 does strand.
545,73,Vegas is always better when @elishakelch is by your side! Love you beautiful!
546,7,... #struggle
547,71,You've never truly gone on a date until you've gone on a date with a car seat in the back 😎🤘🏼 #coolparents #datenight #hotwife
548,53,Successful first grocery shopping trip for the house!!
549,18,Sanchez got shaved into a lion cut this morning..
550,23,Just sitting on the back patio enjoying this wonderful weather with my beautiful bride! :) happy one month to us!
551,9,Oh hey @cadecargill
552,43,"When you are given 20 cans of shaving cream, of course you just cover your entire body.."
553,11,View from our window!
554,17,Christmas stage design sneak peak ;)
555,40,Happy 4th everyone! 🇺🇸🇨🇱
556,85,Mowing the yard yesterday and my little man had to stop me to hear what dada was listening to 💙
557,24,Lacy lookin good :) #lancer #mitsubishi
558,35,Just two friends. #classic
559,36,She was soo excited to get home before me today that she just had to run and beat me to get our mail today for once! :)
560,9,Got a little muddy..
561,23,It was a good day today!
562,50,That one time when we got married and everyone watched the wedding through the screen on their phones 😂
563,36,And we're back. #TunedToTC @tcelectronic #pedalboard #geartalk
564,30,Love this dude and our friendship we've had for so long! #fbf @kyleholmanofficial
565,14,Fishing with Nanny and Rodball
566,27,First subway ride. Going hard. 👊✊ #marta #ATL #passion2012
567,39,@arcchurches conference with these fellas! Incredible time getting away to grow together and spend time with other pastors from around the globe!
568,91,Christmas 2017 was one we will never forget! Merry Christmas from the Kelch’s!!🎅🏼🤶🏻❄️☃️
569,21,Great valentines gift from @elishaminter :)
570,41,The Matthew.. @matthew_kim1
571,9,Snowy day in NYC!
572,11,Perks of having grandparents in real estate! :)
573,37,Ranger game!!
574,27,I have been way too blessed by this beautiful woman :)
575,6,How I'm seeing everything..
576,14,@WeareLOT love these men
577,31,Loving my new keyboard for iOS 8!
578,125,God used this man right here to change our lives forever. Thank you @chrisratley for believing in me and for being the first person to trust me to lead worship. I could go on forever about how you got me to where I am today! We love you and glad we got to see you!
579,10,Mater?!
580,55,Took this little man to see the Mansfield Dam today. Please stop growing up!!
581,26,Thanks Dale! #3days #becomingthekelchs
582,49,The little under armour polo and Nikes :) it's weird how putting your kid in a new shirt makes you fall more in love with him.. #parenting #underarmour #babynikes #camo #wheresjudah #judahbeaukelch
583,14,Marta train station at 1:35am after passion! Plus random dude starring at my camera 😳
584,24,Passion with my wonderful girlfriend :) @elishaminter
585,12,
586,25,Caterpillar!!
587,13,Oh hey @jessechaney and my new background... 😒
588,13,Sooo good.
589,35,"3500 pictures later, we decided this was the best one. Love you Blake!!"
590,17,Beth Marie's with @elishaminter and @Liz baird
591,56,It's officially official!! She's stuck with me!! Almost..
592,37,Tearing up Ponder High Schools football field!! Playing an amazing race with FBC Ponder! #dnow @lightofloveband
593,32,We are soooo glad we got to eat graduation lunch with @elja19 on this special day!! @nappie15 @kelseyrose13
594,17,Great night of good food friends and golf!
595,7,What I got Bubba for his birthday today:) inflatable walker lol
596,21,Grillin snake.. #manstuff @evanrios @nannyivester1
597,25,Nearly 5 years ago Meme was in a tragic car accident with my two little brothers. Happy Mother's Day Meme! We love and miss you!
598,26,Shoutout to the truck that hit the power line and caused traffic to come to a stand still on both sides of the highway. #stuck #hopeigetoutbeforethewedding #bringmechicfila
599,34,John Mayer yesterday with these dudes! @dustintarwater and @jessechaney
600,30,Me and ole Jason Kelch! Gonna look like this for the wedding most likely..
601,22,What happens when the rest of the passion crew leaves the bus. @kyle_holman1 and I lay up in the luggage rack.
602,30,This girl right here 😍
603,45,Anybody remember this video?? Who would like to see it uploaded??:)
604,25,Shoutout to the Baysingers for being the coolest friends ever and leaving us this awesome mess in our music room! @davidbaysinger
605,26,"@davidbaysinger is always trying to sneak up behind me and ""Scare me,"" caught him this time!"
606,21,My dad and I! #throwbackthursday #jasonkelch
607,65,I had such a blast this weekend hanging out with students out in east Texas this weekend.. But I can say this weekend was the hardest weekend being away from Elisha and Judah. So happy to be home with my little family :)
608,20,Back in the day with the band! What up fellas! Miss this.. Hydrant nights @evanrios @dmrouth @blackcigar90 @thomasmatchew17 #throwbackthursday #tbt
609,26,Best mom ever! Love you @debadoo68 😍
610,9,3 year olds singing to Jesus. Adorable ha
611,107,WHAT. A. DAY. We celebrate our risen savior today and I actually wore a tie to church. 😉 love my beautiful family and our church! Easter @christianlifeaustin was one for the books today! #judahbeaukelch #graysonlewiskelch #easter2019
612,50,Friday Night Ranger Game!! #becomingthekelchs
613,30,@elishakelch and I got to sit on our back porch for the first time last night and enjoy each other under our new canopy and lights! :) #becomingthekelchs
614,32,Six flags yesterday with these cool kids! My not so little bros!
615,34,OU/TX Day at the state fair and look at us ;) #gigem #hisssssssss 👏👏
616,17,It's always an honor to get to play with these men! They are definitely the most talented musicians I've ever met.
617,32,Ate lunch with some of the staff at Barton springs food truck park today. Pretty dang good 👍🏼
618,5,@lizbaird Keepin it real.. 🇺🇸
619,25,@brady1522 #throwbackthursday #tbt
620,151,Table for four please!! 😏
621,10,@jessechaney new creation.. Been around for decades.. But never seen at McDonald's.
622,12,All finished! Cold air intake :)
623,27,Excited to start this little book here! Heard nothing but good things about it
624,19,@garmet get off your Mac and talk to me!!
625,49,Bachelor party was a success!! Congratulations @cmsuarezv
626,20,My gidup tonight.
627,19,#mcm #mancrushmonday #mustachemonday #mikeshield
628,26,"""Instead of causing problems, doctrine and theology rightly applied will solve problems. They inform our minds to win our hearts, so we can love God more accurately and passionately."" -Bob Kauflin. A simple truth but so often forgotten."
629,49,Happy harvest from the Kelchs! #classic #pumpkinpatchin
630,61,I can’t handle this little boys infectious smile 😫😍 #graysonlewiskelch
631,9,New microwave/oven is off the chain...
632,50,Enjoying the trail of lights with good friends tonight! Proud of my beautiful bride for making this long walk :)
633,17,My hawt lunch date.
634,47,Our little snowy home. p.s. All my vegetables in the backyard are definitely toast
635,16,Our driver @donaldcadenheadlll what a stud ;)
636,29,The only time I'll ever root for the Orioles over the Rangers is when it involves a little Wyndsor! @bradwilkinson @cassidyjwilkinson
637,37,Date night 😂
638,13,Oh you know.. Cheesin. #throwbackthursdsy #tbt
639,16,Thanks Trevor Daley! #6days #becomingthekelchs
640,33,Passion 2014!! #ENDITMOVEMENT
641,28,In other news. @brandonsaiz will be leading tomorrow night!
642,18,Mmmmmm:)
643,21,Online Defensive Driving 😩 #nofun #picstitch
644,54,This picture is gold.
645,26,Throwback Thursday with @jessechaney and @powellj
646,94,You're welcome world 😏 love my little man
