,number_of_likes,caption
382,15,#rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
383,11,@melis_harris keeping my shoe game on fleek!! Thanks bae #nike #foamposite #ShoeGameOnFire 🔥🔥🔥🔥
384,21,Become the 3%! #success #grind #hustle #StriveForGreatness #focus #NeverQuit #NeverSettle #HatersGonHate #Repost @success #entrepreneur
385,143,"Happy Anniversary!! 6 years, I guess you're stuck with me unless you trade me in lol. I love you bunches and can't wait to see you.. ♥️♥️"
386,78,"When school is work and work is school
*
*
*
#school #homework #college #designer #fashion #pattern #phenjonson #striveforgreatness #trusttheprocess #dreambig #dreamchaser #begreat #grind #chasingdreams #entrepreneur #achievetheimpossible #streetstyle #comfort #style #menswear #mensfashion #comingsoon #lifestyle #lifestylebrand #business #businessman"
387,11,Great time playing with these boys yesterday. Didn't get the final result we wanted but 2nd place is bad considering we just got together the day of #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #OTR #jailbreak7s #memorialday #forourfallensoldiers
388,4,Trevyn and his partner in crime trying to break in the cupboards
389,3,One of my fav childhood movies lol. @melis_harris is the best
390,60,"Sneak Peak 🧵
*
*
*
#keprebels #phensworld #mensfashion #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #madetomeasure #sandiego #california"
391,71,"Just because someone else can't see your dream it doesn't mean to give up on it. You could be on the brink of a great thing!
*
*
*
""you only need to be right one time🚀 even if it’s a noodle😂""
·
·
·
#striveforgreatness #dreamchasers #dreambig #begreat #trusttheprocess #motivation #motivationalquotes #sandiego #california #Repost #stylist #fashion #designer #diy @naturalborn.ceo with @get_repost"
392,9,Lil man just coolin
393,14,Kickin' them conversions!! #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
394,9,Our lil family @melis_harris
395,3,
396,130,"Thinking about the future...it looks bright!
📷: @ozenriquez *
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #madetomeasure #sandiego #california #dreambig #striveforgreatness #trusttheprocess"
397,9,Mando getting it in! #pool #pooltime #chi #dog #chihuahua @melis_harris
398,18,Trying to go #beastmode dragging defenders lol #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #OTR
399,4,
400,230,"Good luck to all the boys playing today in Western Open Qualifier and Santa Monica 7s today! Wish I could be there 🏉🏉
* *
*
#rugby #sevens #rugby7s #rugby4life #belmontshore"
401,3,
402,45,Cal Cup boys tried to take me out tonight hahaha #rugby #ombacrugby #ombac #rugbylife #striveforgreatness @taloola_kaliki out there bleeding blue!
403,5,She got accepted!! @melis_harris
404,7,Houston Bowl 05'
405,47,Had to represent for my NDC Rugby boys today at training!! #therealnotredame #notredamecollege #ndcrugby #rugby #rugbylife #sandiego #california #striveforgreatness #frodo
406,60,"Chances to qualify for nationals is still alive after a great day at #sunsplash7s in #longbeach
#hardworkanddedication #bleedblue #roadtonationals #rugby #rugby7s #rugbylife #rugbygram #striveforgreatness"
407,16,Congrats to my team for goin 4-1 in today's tourney. Scored 4 tries myself and went 4-5 on extra points in my first game kickin... #USOrugby #rugby7s #rugby #rugbylife
408,13,Lil bro keep my feet lookin fresh!! @marcusdj74 #gammas #12s #shoegame
409,115,"Patiently waiting for a call up or opportunity to play higher level rugby. Shout out to all the boys for creating space for me and putting me away. 5 tries ain't easy haha. Back at it this week getting better for another W! 📸: @pink_shorts_photography
#ombacrugby #ombac #rugby #sandiego #california #rugbylife #rugbyunion #rugby15s #fifteens"
410,7,😳😳 #braces !! Womp womp womp 😭#notagoodlook smh
411,2,
412,95,If you're in San Diego today be sure to come by the Little Q as @ombac_rugby takes on Pasadena RFC at 3pm #rugby #rugbylife #ombacrugby #sandiego #california #bleedblue
413,14,Family time
414,14,#rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
415,44,"Sometimes you just have to sit back and appreciate the simple things in life!!
*
*
*
#sandiego #california #puravidabracelets #purelife #hakunamatata #noworries #livelife #lovelife #thelittlethings #begrateful #puravida #bracelets #anklets #jewelry"
416,13,"🙌🏽🙌🏽🙌🏽 #truth #Repost @b_long_580 with @repostapp.
・・・
#lonelyatthetop #heavyliesthecrown #ambition #staygrinding"
417,6,#poloswag #stacyadams
418,5,Pinky promise
419,28,"Limited time 25% OFF select fabrics! Stop by or message me to schedule your appointment. *
*
*
#keprebels #sandiego #california #fashionvalley #phensworld #suit #menswear #womenswear #stylist #imageconsultant #style #lookgoodfeelgood #fashion"
420,56,Still the baby faced assassin #10yearchallenge
421,14,This sweet old man opening the door for his wife.. #lovethatlast
422,41,Holy pizza!! 🍕🍕🍕🍕#foodconnoisseurs #pizza #foodporn #missionbeach #sandiego @melis_harris
423,6,
424,4,He be sleeping in crazy places!!! @melis_harris
425,7,
426,123,"Invest in yourself and your dreams! 📸:@ozenriquez !
*
*
*
#dreamchaser #dreambig #striveforgreatness #trusttheprocess #phensworld #sandiego #california #stylist #menswear #mensstyle #sartorial #keprebels"
427,89,"Huge day today as we look to keep the streak alive 🏉🏉
*
*
*
#ombacrugby #rugby #sandiego #california #ombac #saturdaysarugbyday #saturdaysarefortheboys #bleedblue #prp #pacificrugbypremiership #rugbyunion #rugbygram #rugbylife #striveforgreatness #trusttheprocess #usarugby
#Repost @ombac_rugby with @get_repost
・・・
OMBAC RUGBY take on life west tomorrow at 3:30PM in SF. Follow all day #ombacstories"
